Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet,flickrid,flickrpageurl,flickrimageurl,flickrimageurl_text,username,nsid,pathalias
SET 41,3077134439.jpg,NA,FotoCavallo,My absolute favorite part of the Met EVER.,"FotoCavallo: metropolitanmuseumofart,FotoCavallo: met,FotoCavallo: knights,FotoCavallo: knight,FotoCavallo: armor,FotoCavallo: medievalart,3D,Artwork,Inhabited,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces,3077134439,https://www.flickr.com/photos/cecphotography/3077134439/,http://c2.staticflickr.com/4/3187/3077134439_24e20c7ee2.jpg,http://c2.staticflickr.com/4/3187/3077134439_24e20c7ee2.jpg,FotoCavallo,65612886@N00,cecphotography
SET 41,3088035764.jpg,met,rosetry845,NA,"rosetry845: nyc,rosetry845: metropolitanmuseumofart,rosetry845: metropolitanmuseum,3D,Artwork,Inhabited,Velez_Blanco_Patio,Space,Art2or3,architecture",Architecture,DeptSpaces,3088035764,https://www.flickr.com/photos/rosetry845/3088035764/,http://c2.staticflickr.com/4/3185/3088035764_6b93e94f71.jpg,http://c2.staticflickr.com/4/3185/3088035764_6b93e94f71.jpg,rosetry845,11078616@N08,rosetry845
SET 41,3091859311.jpg,BM199 Ceremonial Plate Armor,listentoreason,"Arms and Armor Court. Visit to the Metropolitan Museum of Art, November 2005.","listentoreason: c4040z,listentoreason: favorites,listentoreason: helm,listentoreason: metropolitanmuseumofart,listentoreason: platearmour,listentoreason: polearm,listentoreason: score35,listentoreason: steel,listentoreason: america,listentoreason: armor,listentoreason: armour,listentoreason: bodyarmor,listentoreason: closecombat,listentoreason: closecombatweapon,listentoreason: groundforces,listentoreason: helmet,listentoreason: material,listentoreason: metal,listentoreason: military,listentoreason: museum,listentoreason: newyork,listentoreason: newyorkcity,listentoreason: olympus,listentoreason: olympusc4040z,listentoreason: places,listentoreason: platemail,listentoreason: poleweapon,listentoreason: themet,listentoreason: usa,listentoreason: unitedstates,listentoreason: weapon,listentoreason: metropolitanmuseum,listentoreason: armsarmor,Description,3D,Artwork,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces,3091859311,https://www.flickr.com/photos/charlestilford/3091859311/,http://c2.staticflickr.com/4/3285/3091859311_35e8a1b8d4.jpg,http://c2.staticflickr.com/4/3285/3091859311_35e8a1b8d4.jpg,listentoreason,51159953@N00,charlestilford
SET 41,3092698446.jpg,BM202 Ceremonial Plate Armor,listentoreason,"Arms and Armor Court. Visit to the Metropolitan Museum of Art, November 2005.","listentoreason: c4040z,listentoreason: favorites,listentoreason: metropolitanmuseumofart,listentoreason: platearmour,listentoreason: score30,listentoreason: steel,listentoreason: america,listentoreason: armor,listentoreason: armour,listentoreason: bodyarmor,listentoreason: groundforces,listentoreason: material,listentoreason: metal,listentoreason: military,listentoreason: museum,listentoreason: newyork,listentoreason: newyorkcity,listentoreason: olympus,listentoreason: olympusc4040z,listentoreason: places,listentoreason: platemail,listentoreason: themet,listentoreason: usa,listentoreason: unitedstates,listentoreason: metropolitanmuseum,listentoreason: armsarmor,Description,3D,Artwork,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces,3092698446,https://www.flickr.com/photos/charlestilford/3092698446/,http://c2.staticflickr.com/4/3165/3092698446_abf79bb8bf.jpg,http://c2.staticflickr.com/4/3165/3092698446_abf79bb8bf.jpg,listentoreason,51159953@N00,charlestilford
SET 41,3094280079.jpg,the MET spanish sculpture garden,icecream ivy,NA,"icecream ivy: met,icecream ivy: museum,icecream ivy: art,icecream ivy: manhattan,icecream ivy: centralpark,icecream ivy: midtown,icecream ivy: newyork,icecream ivy: sculpture,icecream ivy: spanish,icecream ivy: courtyard,icecream ivy: atrium,icecream ivy: europeansculpturedecorativearts,icecream ivy: metropolitanmuseum,3D,Artwork,Velez_Blanco_Patio,Space,Art2or3,architecture",Architecture,DeptSpaces,3094280079,https://www.flickr.com/photos/44711882@N00/3094280079/,http://c2.staticflickr.com/4/3035/3094280079_a46d0ba02e.jpg,http://c2.staticflickr.com/4/3035/3094280079_a46d0ba02e.jpg,icecream ivy,44711882@N00,
SET 41,3116525375.jpg,_,wrightmight,inside the met,"wrightmight: themet,wrightmight: nikond90,wrightmight: nikkor18105mmf3556,wrightmight: metropolitanmuseum,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces,3116525375,https://www.flickr.com/photos/wrightmight/3116525375/,http://c2.staticflickr.com/4/3237/3116525375_0f4b364323.jpg,http://c2.staticflickr.com/4/3237/3116525375_0f4b364323.jpg,wrightmight,76533005@N00,wrightmight
SET 41,3117352220.jpg,_,wrightmight,inside the met,"wrightmight: themet,wrightmight: nikond90,wrightmight: nikkor18105mmf3556,wrightmight: metropolitanmuseum,3D,Artwork,Period_Rooms,Space,Art2or3,period_room",Period_Room,DeptSpaces,3117352220,https://www.flickr.com/photos/wrightmight/3117352220/,http://c2.staticflickr.com/4/3206/3117352220_12f078c297.jpg,http://c2.staticflickr.com/4/3206/3117352220_12f078c297.jpg,wrightmight,76533005@N00,wrightmight
SET 41,3134126949.jpg,NA,Keisuke Omi,Day 9 - <a href=http://www.metmuseum.org/>The Metropolitan Museum of Art</a>,"Keisuke Omi: newyorkny,Keisuke Omi: 50mmf14ais,Keisuke Omi: nikonf3,Keisuke Omi: kodake100g,Keisuke Omi: themetropolitanmuseumofart,Keisuke Omi: met,Keisuke Omi: e100g,Keisuke Omi: metropolitanmuseum,Description,3D,Artwork,Inhabited,Space,Art2or3,sculpture",Sculpture,DeptSpaces,3134126949,https://www.flickr.com/photos/muilak/3134126949/,http://c2.staticflickr.com/4/3252/3134126949_6e60819614.jpg,http://c2.staticflickr.com/4/3252/3134126949_6e60819614.jpg,Keisuke Omi,84736523@N00,muilak
SET 41,3134140399.jpg,NA,Keisuke Omi,Day 9 - <a href=http://www.metmuseum.org/>The Metropolitan Museum of Art</a>,"Keisuke Omi: newyorkny,Keisuke Omi: 50mmf14ais,Keisuke Omi: nikonf3,Keisuke Omi: kodake100g,Keisuke Omi: themetropolitanmuseumofart,Keisuke Omi: e100g,Keisuke Omi: met,Keisuke Omi: metropolitanmuseum,Description,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3",Building,DeptSpaces,3134140399,https://www.flickr.com/photos/muilak/3134140399/,http://c2.staticflickr.com/4/3290/3134140399_5cd62d4fef.jpg,http://c2.staticflickr.com/4/3290/3134140399_5cd62d4fef.jpg,Keisuke Omi,84736523@N00,muilak
SET 41,3152130365.jpg,The Met23,snakegirl productions,NA,"snakegirl productions: the,snakegirl productions: metropolitan,snakegirl productions: museum,snakegirl productions: art,snakegirl productions: met,snakegirl productions: new,snakegirl productions: york,snakegirl productions: central,snakegirl productions: park,3D,Artwork,Space,Arms_Armor,Art2or3,arms_armor",Arms_Armor,DeptSpaces,3152130365,https://www.flickr.com/photos/snakegirlproductions/3152130365/,http://c2.staticflickr.com/4/3090/3152130365_02f948fcb8.jpg,http://c2.staticflickr.com/4/3090/3152130365_02f948fcb8.jpg,snakegirl productions,31956948@N07,snakegirlproductions
SET 41,3152965798.jpg,The Met1,snakegirl productions,NA,"snakegirl productions: the,snakegirl productions: metropolitan,snakegirl productions: museum,snakegirl productions: art,snakegirl productions: met,snakegirl productions: new,snakegirl productions: york,snakegirl productions: central,snakegirl productions: park,3D,Artwork,Inhabited,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces,3152965798,https://www.flickr.com/photos/snakegirlproductions/3152965798/,http://c2.staticflickr.com/4/3228/3152965798_54061ec32e.jpg,http://c2.staticflickr.com/4/3228/3152965798_54061ec32e.jpg,snakegirl productions,31956948@N07,snakegirlproductions
SET 41,3177809178.jpg,"New-York, The Met - Arts of Asia",the.flea,"NA  addl  Bodhisattva, probably Avalokiteshvara (Guanyin) Date: ca. 550-560 Medium: Sandstone with pigment Accession Number: 65.29.4 On view in Gallery 206  Buddha of Medicine Bhaishajyaguru (Yaoshi fo) Date: ca. 1319 Medium: Water-based pigment over foundation of clay mixed with straw Accession Number: 65.29.2 On view in Gallery 206  Gallery 206 - Chinese Buddhist Art","the.flea: nyc,the.flea: newyork,the.flea: usa,the.flea: art,the.flea: metropolitanmuseum,the.flea: artsofasia,the.flea: arts,the.flea: asia,the.flea: stone,the.flea: pierre,the.flea: piedra,the.flea: artgalleryandmuseums,the.flea: theflea,the.flea: sigma1020,the.flea: sigma,the.flea: flea,the.flea: 1020mmf456exdc,the.flea: 1020,3D,Artwork,Inhabited,Space,Art2or3,sculpture_and_fresco",Fresco_Mosaic,DeptSpaces,3177809178,https://www.flickr.com/photos/the-flea/3177809178/,http://c2.staticflickr.com/4/3363/3177809178_342165822a.jpg,http://c2.staticflickr.com/4/3363/3177809178_342165822a.jpg,the.flea,21895498@N08,the-flea
SET 41,508809633.jpg,Medieval Shadows / Dark,dnskct,"At the Medieval Sculpture Hall, Metropolitan Museum NY May 2007","dnskct: medieval,dnskct: museum,dnskct: art,dnskct: shadow,dnskct: newyork,dnskct: metropolitanmuseum,dnskct: medievalart,Description,3D,Artwork,Medieval_Hall_305,Space,Art2or3,sculpture",Sculpture,DeptSpaces,508809633,https://www.flickr.com/photos/daskin/508809633/,http://c2.staticflickr.com/1/231/508809633_1ec1b2fd9b.jpg,http://c2.staticflickr.com/1/231/508809633_1ec1b2fd9b.jpg,dnskct,20443582@N00,daskin
SET 41,508809641.jpg,Medieval Shadow / Light,dnskct,"In Medieval Sculpture Hall, Metropolitan Museum New York","dnskct: medieval,dnskct: museum,dnskct: art,dnskct: shadow,dnskct: newyork,dnskct: metropolitanmuseum,dnskct: medievalart,Description,3D,Artwork,Medieval_Hall_305,Space,Art2or3,sculpture",Sculpture,DeptSpaces,508809641,https://www.flickr.com/photos/daskin/508809641/,http://c2.staticflickr.com/1/230/508809641_2f4d127909.jpg,http://c2.staticflickr.com/1/230/508809641_2f4d127909.jpg,dnskct,20443582@N00,daskin
SET 02,12260510134.jpg,#metmuseum #dendur #temple,t_a_i_s,NA,"t_a_i_s: instagramapp,t_a_i_s: square,t_a_i_s: squareformat,t_a_i_s: iphoneography,t_a_i_s: uploaded:by=instagram,3D,Temple_Dendur,Space,Art2or3,sculpture,Artwork",-,DeptSpaces,12260510134,https://www.flickr.com/photos/tais/12260510134/,http://c2.staticflickr.com/6/5486/12260510134_2d70cfa048.jpg,http://c2.staticflickr.com/6/5486/12260510134_2d70cfa048.jpg,t_a_i_s,46983348@N00,tais
SET 39,2392304258.jpg,different worlds,Susan NYC,NA,"Susan NYC: nyc,Susan NYC: leica,Susan NYC: m8,Susan NYC: metropolitanmuseum,Susan NYC: l1065139,Susan NYC: museums,Susan NYC: leicam8,Susan NYC: met,Susan NYC: museum,Susan NYC: 2010,Space,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,2392304258,https://www.flickr.com/photos/en321/2392304258/,http://c2.staticflickr.com/4/3080/2392304258_b311d41157.jpg,http://c2.staticflickr.com/4/3080/2392304258_b311d41157.jpg,Susan NYC,19251296@N00,en321
SET 41,2974763644.jpg,PICT4212,erratic0101,Digital StillCamera,"erratic0101: themet,Space,3D,Inhabited,Art2or3,sculpture,Artwork",-,DeptSpaces,2974763644,https://www.flickr.com/photos/erratic0101/2974763644/,http://c2.staticflickr.com/4/3047/2974763644_38199365e6.jpg,http://c2.staticflickr.com/4/3047/2974763644_38199365e6.jpg,erratic0101,80087565@N00,erratic0101
SET 40,3272248223.jpg,Framed,Trish Mayo,An empty frame in a display case - the sun was shining on it and being reflected/refracted,"Trish Mayo: metropolitanmuseum,Trish Mayo: light,Trish Mayo: shadow,Trish Mayo: displaycase,Trish Mayo: emptyframe,Trish Mayo: noncoloursincolour,Space,Lehman_Collection_950,Art2or3,3D,decorative_art,Artwork",-,DeptSpaces,3272248223,https://www.flickr.com/photos/obsessivephotography/3272248223/,http://c2.staticflickr.com/4/3340/3272248223_37d49e4805.jpg,http://c2.staticflickr.com/4/3340/3272248223_37d49e4805.jpg,Trish Mayo,97402095@N00,obsessivephotography
SET 34,3725651528.jpg,NA,t.h.murphy,NA,"t.h.murphy: metropolitanmuseum,t.h.murphy: legs,t.h.murphy: armor,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,3725651528,https://www.flickr.com/photos/maltedmilk/3725651528/,http://c2.staticflickr.com/3/2466/3725651528_3a7d8d66ea.jpg,http://c2.staticflickr.com/3/2466/3725651528_3a7d8d66ea.jpg,t.h.murphy,22487274@N08,maltedmilk
SET 10,4101315605.jpg,P1010786,taigatrommelchen,Metropolitan Museum of Art (Met);;In the wing 'Medieval Art' (I);;Im Flugel 'Medieval Art' (I),"taigatrommelchen: 20091044,taigatrommelchen: usa,taigatrommelchen: ny,taigatrommelchen: newyork,taigatrommelchen: newyorkcity,taigatrommelchen: nyc,taigatrommelchen: manhattan,taigatrommelchen: uppereastside,taigatrommelchen: urban,taigatrommelchen: met,taigatrommelchen: metropolitan,taigatrommelchen: museum,taigatrommelchen: art,taigatrommelchen: metropolitanmuseum,Artwork,3D,Description,Inhabited,Period_Rooms,Space,Art2or3",-,DeptSpaces,4101315605,https://www.flickr.com/photos/taigatrommelchen/4101315605/,http://c2.staticflickr.com/3/2697/4101315605_c4cea07eb3.jpg,http://c2.staticflickr.com/3/2697/4101315605_c4cea07eb3.jpg,taigatrommelchen,68431096@N00,taigatrommelchen
SET 30,4350735436.jpg,Shadow Grid,nme421,"Metropolitan Museum of Art, New York, NY, Winter 2010","'nme421: met, nme421: art, nme421: museum, nme421: nyc,',Description,Space,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,4350735436,https://www.flickr.com/photos/lilomoony/4350735436/,http://c2.staticflickr.com/3/2686/4350735436_2132e49d68.jpg,http://c2.staticflickr.com/3/2686/4350735436_2132e49d68.jpg,nme421,19036523@N00,lilomoony
SET 29,4433205561.jpg,sketching at the MET.,buttermilk*blue,NA,"buttermilk*blue: random,random,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,4433205561,https://www.flickr.com/photos/lesjumeaux/4433205561/,http://c2.staticflickr.com/3/2677/4433205561_575584c4ca.jpg,http://c2.staticflickr.com/3/2677/4433205561_575584c4ca.jpg,buttermilk*blue,38772019@N03,lesjumeaux
SET 29,4520401649.jpg,IMG_4683,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,3D,Space,Inhabited,Roman_LevyWhite_Court_162,Art2or3,sculpture,Artwork",-,DeptSpaces,4520401649,https://www.flickr.com/photos/dougf_longisland/4520401649/,http://c2.staticflickr.com/5/4030/4520401649_5da77c9e4f.jpg,http://c2.staticflickr.com/5/4030/4520401649_5da77c9e4f.jpg,Doug Ferraro,65564848@N00,dougf_longisland
SET 26,4852089836.jpg,NA,michael.allen,NA,"michael.allen: nyc,michael.allen: newyork,michael.allen: newyorkcity,michael.allen: manhattan,michael.allen: met,michael.allen: museum,michael.allen: art,michael.allen: metropolitanmuseumofart,Space,Inhabited,Art2or3,sculpture,Artwork,3D",-,DeptSpaces,4852089836,https://www.flickr.com/photos/daikonmastaa/4852089836/,http://c2.staticflickr.com/5/4076/4852089836_ed08bfdf1f.jpg,http://c2.staticflickr.com/5/4076/4852089836_ed08bfdf1f.jpg,michael.allen,12452733@N06,daikonmastaa
SET 24,5189162179.jpg,METROPOLITAN MUSEUM,testher83,Hispanic month violin group,"testher83: new,testher83: york,testher83: city,Space,Inhabited,Medieval_Hall_305,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,5189162179,https://www.flickr.com/photos/hiddenpiece/5189162179/,http://c2.staticflickr.com/5/4113/5189162179_f475ac1570.jpg,http://c2.staticflickr.com/5/4113/5189162179_f475ac1570.jpg,testher83,31226420@N05,hiddenpiece
SET 23,5257196040.jpg,Metropolitan Museum of Art-NYC,Alex E. Pajares,NA,"NA,Space,Medieval_Hall_305,Art2or3,decorative_art,Artwork,3D",-,DeptSpaces,5257196040,https://www.flickr.com/photos/51386079@N08/5257196040/,http://c2.staticflickr.com/6/5045/5257196040_f3bc0b2641.jpg,http://c2.staticflickr.com/6/5045/5257196040_f3bc0b2641.jpg,Alex E. Pajares,51386079@N08,
SET 19,5555962059.jpg,"The Metropolitan Museum of Art, Manhattan, NY",Moon Memento   ,Shot of the ornate ceiling.,"Moon Memento : nyc,Moon Memento : ny,Moon Memento : art,Moon Memento : museum,Moon Memento : metropolitan,Moon Memento : manhattan,Moon Memento : impressionist,Moon Memento : installation,Moon Memento : modern,Moon Memento : 2011,Moon Memento : painting,Moon Memento : sculpture,Moon Memento : newyorkcity,Moon Memento : themetropolitanmuseumofart,Moon Memento : traveling,Moon Memento : bus,Moon Memento : trains,Moon Memento : adventures,Moon Memento : travel,Moon Memento : newyork,Moon Memento : thebigapple,Moon Memento : nycity,Space,Greek_Jaharis_Hall_153,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,5555962059,https://www.flickr.com/photos/missmlight/5555962059/,http://c2.staticflickr.com/6/5181/5555962059_56cd2002b2.jpg,http://c2.staticflickr.com/6/5181/5555962059_56cd2002b2.jpg,Moon Memento ☆ ムーン メメント,49137093@N08,missmlight
SET 13,5642197514.jpg,West Wing,SpecialKRB,NA,"SpecialKRB: themet,SpecialKRB: metropolitanmuseumofart,SpecialKRB: americanwing,SpecialKRB: nyc,SpecialKRB: newyorkcity,SpecialKRB: manhattan,SpecialKRB: gothamist,SpecialKRB: karenblumberg,SpecialKRB: metropolitanmuseum,3D,Space,Inhabited,Art2or3,sculpture,Artwork",-,DeptSpaces,5642197514,https://www.flickr.com/photos/specialkrb/5642197514/,http://c2.staticflickr.com/6/5004/5642197514_9774969097.jpg,http://c2.staticflickr.com/6/5004/5642197514_9774969097.jpg,SpecialKRB,41138825@N00,specialkrb
SET 09,6357794827.jpg,hff-museum edition.,*esra* (~ away),"<a href=http://www.flickr.com/photos/esra/6357794827/in/photostream/lightbox/>HFF!</a>;<i>not sure if this counts as fence, but I'll give it a go.</i>;;Have a great weekend.","*esra* (~ away): fence,*esra* (~ away): fencefriday,*esra* (~ away): themet,*esra* (~ away): americanwing,*esra* (~ away): bokeh,*esra* (~ away): reflections,*esra* (~ away): iwillbeoffforafewdaysseeyounextweek,3D,Space,Visible_Storage,Art2or3,decorative_art,Artwork,2D",-,DeptSpaces,6357794827,https://www.flickr.com/photos/esra/6357794827/,http://c2.staticflickr.com/7/6214/6357794827_a4fa134cf0.jpg,http://c2.staticflickr.com/7/6214/6357794827_a4fa134cf0.jpg,*esra* (~ away),67303745@N00,esra
SET 09,6595588865.jpg,Sketching at the Met,akameus ( Randy Kosek ),"Metropolitan Museum of Art. NYC;;Interactive 360 Views;;<a href=http://viewat.org/?hd=1&amp;i=en&amp;id_aut=1654&amp;id_pn=3696&amp;or=vt&amp;sec=pn rel=nofollow>viewat.org/?hd=1&amp;i=en&amp;id_aut=1654&amp;id_pn=3696&...</a>;;<a href=http://www.360cities.net/profile/randy-kosek/image/image_14898_1241247903_108088_239713#283.50,0.00,70.0 rel=nofollow>www.360cities.net/profile/randy-kosek/image/image_14898_1...</a>","akameus ( Randy Kosek ): stereographicpanorama,akameus ( Randy Kosek ): 360panorama,akameus ( Randy Kosek ): europeansculpturegarden,akameus ( Randy Kosek ): metropolitanmuseumofart,akameus ( Randy Kosek ): copyright2011clearlightphotography,akameus ( Randy Kosek ): randykosek,akameus ( Randy Kosek ): akameus,3D,Description,Stylized,Space,Art2or3,sculpture,Artwork,2D",-,DeptSpaces,6595588865,https://www.flickr.com/photos/akameus/6595588865/,http://c2.staticflickr.com/8/7142/6595588865_abedcfbe8c.jpg,http://c2.staticflickr.com/8/7142/6595588865_abedcfbe8c.jpg,akameus ( Randy Kosek ),73423123@N00,akameus
SET 08,6826506996.jpg,Spider's thread,rverc,<a href=http://bighugelabs.com/onblack.php?id=6826506996&amp;bg=white&amp;size=large rel=nofollow>View On White</a>,"rverc: metropolitanmuseum,rverc: americanwing,rverc: art,rverc: met,rverc: nyc,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,6826506996,https://www.flickr.com/photos/rverc/6826506996/,http://c2.staticflickr.com/8/7058/6826506996_64f851ee2c.jpg,http://c2.staticflickr.com/8/7058/6826506996_64f851ee2c.jpg,rverc,26270547@N07,rverc
SET 08,6885176297.jpg,Asphalt Orch @ Met Museum 5,dalioPhoto,"<b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/>View the full set</a></b> (7 images) as a <b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/show/>slideshow.</a></b>;;Asphalt Orchestra ;Metropolitan Museum of Art;Jan 20, 2012","dalioPhoto: nyc,dalioPhoto: newyork,dalioPhoto: music,dalioPhoto: marching,dalioPhoto: band,dalioPhoto: asphaltorchestra,dalioPhoto: met,dalioPhoto: metropolitanmuseumofart,dalioPhoto: museum,dalioPhoto: performance,dalioPhoto: 2012,dalioPhoto: nikon,dalioPhoto: digital,dalioPhoto: daliophoto,dalioPhoto: people,dalioPhoto: marcdalioall,dalioPhoto: horizontal,Description,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,6885176297,https://www.flickr.com/photos/marcdalio/6885176297/,http://c2.staticflickr.com/8/7203/6885176297_cd4feb2955.jpg,http://c2.staticflickr.com/8/7203/6885176297_cd4feb2955.jpg,dalioPhoto,43360570@N02,marcdalio
SET 08,6885176729.jpg,Asphalt Orch @ Met Museum 3,dalioPhoto,"<b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/>View the full set</a></b> (7 images) as a <b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/show/>slideshow.</a></b>;;Asphalt Orchestra ;Metropolitan Museum of Art;Jan 20, 2012","dalioPhoto: nyc,dalioPhoto: newyork,dalioPhoto: music,dalioPhoto: marching,dalioPhoto: band,dalioPhoto: asphaltorchestra,dalioPhoto: met,dalioPhoto: metropolitanmuseumofart,dalioPhoto: museum,dalioPhoto: performance,dalioPhoto: 2012,dalioPhoto: nikon,dalioPhoto: digital,dalioPhoto: daliophoto,dalioPhoto: people,dalioPhoto: marcdalioall,dalioPhoto: horizontal,dalioPhoto: instrument,Description,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,6885176729,https://www.flickr.com/photos/marcdalio/6885176729/,http://c2.staticflickr.com/8/7207/6885176729_a4cdcc452b.jpg,http://c2.staticflickr.com/8/7207/6885176729_a4cdcc452b.jpg,dalioPhoto,43360570@N02,marcdalio
SET 08,6885177107.jpg,Asphalt Orch @ Met Museum 1,dalioPhoto,"<b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/>View the full set</a></b> (7 images) as a <b><a href=http://www.flickr.com/photos/marcdalio/sets/72157629340408055/show/>slideshow.</a></b>;;Asphalt Orchestra ;Metropolitan Museum of Art;Jan 20, 2012","dalioPhoto: nyc,dalioPhoto: newyork,dalioPhoto: music,dalioPhoto: marching,dalioPhoto: band,dalioPhoto: asphaltorchestra,dalioPhoto: met,dalioPhoto: metropolitanmuseumofart,dalioPhoto: museum,dalioPhoto: performance,dalioPhoto: 2012,dalioPhoto: nikon,dalioPhoto: digital,dalioPhoto: daliophoto,dalioPhoto: people,dalioPhoto: vertical,dalioPhoto: marcdalioall,dalioPhoto: instrument,Description,Space,Inhabited,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,6885177107,https://www.flickr.com/photos/marcdalio/6885177107/,http://c2.staticflickr.com/8/7055/6885177107_e932a7f46d.jpg,http://c2.staticflickr.com/8/7055/6885177107_e932a7f46d.jpg,dalioPhoto,43360570@N02,marcdalio
SET 08,6892009645.jpg,"Metropolitan Museum of Art, American Wing",photos11201,via Photosynth,"NA,Space,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,6892009645,https://www.flickr.com/photos/kenpete/6892009645/,http://c2.staticflickr.com/8/7041/6892009645_a21b80a2b2.jpg,http://c2.staticflickr.com/8/7041/6892009645_a21b80a2b2.jpg,photos11201,54819442@N00,kenpete
SET 07,7032191559.jpg,American Wing Courtyard,generatorrr,"New York, The Metropolitan Museum of Art","generatorrr: metropolitan,generatorrr: museum,generatorrr: art,generatorrr: metropolitanmuseumofart,generatorrr: met,generatorrr: themet,generatorrr: museummile,generatorrr: nationalhistoriclandmark,generatorrr: 1872,generatorrr: new,generatorrr: york,generatorrr: city,generatorrr: ny,generatorrr: usa,generatorrr: united,generatorrr: states,generatorrr: us,generatorrr: manhattan,generatorrr: american,generatorrr: wing,generatorrr: courtyard,Description,3D,Space,Art2or3,sculpture,Artwork",-,DeptSpaces,7032191559,https://www.flickr.com/photos/generatorrr/7032191559/,http://c2.staticflickr.com/8/7047/7032191559_027473a0ac.jpg,http://c2.staticflickr.com/8/7047/7032191559_027473a0ac.jpg,generatorrr,41322435@N00,generatorrr
SET 06,7591525414.jpg,2012-04-17 USA Trip 1134 - New York,Luiyo,Metropolitan Museum of Art <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art rel=nofollow>en.wikipedia.org/wiki/Metropolitan_Museum_of_Art</a>;;Visitando New York City <a href=http://en.wikipedia.org/wiki/New_York_City rel=nofollow>en.wikipedia.org/wiki/New_York_City</a>,"Luiyo: nuevayork,Luiyo: newyork,Luiyo: nyc,Luiyo: newyorkcity,Luiyo: estadosunidos,Luiyo: unitedstates,Luiyo: museo,Luiyo: museum,Luiyo: metropolitanmuseumofart,Luiyo: metropolitanmuseum,Description,3D,Artwork,Inhabited,Period_Rooms,Space,Art2or3,sculpture",-,DeptSpaces,7591525414,https://www.flickr.com/photos/luiyo/7591525414/,http://c2.staticflickr.com/9/8017/7591525414_f1af238eb1.jpg,http://c2.staticflickr.com/9/8017/7591525414_f1af238eb1.jpg,Luiyo,10974123@N00,luiyo
SET 05,8105731629.jpg,New Met American Wing,Gamma Infinity,"Those who remember the old American Wing at the Metropolitan Museum of Art will be amazed upon walking into the totally rearranged space that replaced it.;;Behind the facade at left is a large series of period rooms, with furniture. The display cases in the middle have glass and such, and the wall at the right has some examples of windows by Tiffany and similar.;;This took something like 6 frames to get in.;","Gamma Infinity: nyc,Gamma Infinity: met,Gamma Infinity: museum,Gamma Infinity: americanwing,Gamma Infinity: panorama,Gamma Infinity: night,Description,3D,Space,Art2or3,sculpture,Artwork",-,DeptSpaces,8105731629,https://www.flickr.com/photos/gamma-infinity/8105731629/,http://c2.staticflickr.com/9/8195/8105731629_088d943e6f.jpg,http://c2.staticflickr.com/9/8195/8105731629_088d943e6f.jpg,Gamma Infinity,17821779@N00,gamma-infinity
SET 04,8206719857.jpg,HG,orianalk,NA,"orianalk: newyorkcity,orianalk: nyc,orianalk: lines,orianalk: shadows,orianalk: museum,orianalk: themet,orianalk: themetropolitanmuseumofart,orianalk: woman,orianalk: portrait,orianalk: candid,3D,Inhabited,Space,Art2or3,sculpture,Artwork",-,DeptSpaces,8206719857,https://www.flickr.com/photos/lauraoriana/8206719857/,http://c2.staticflickr.com/9/8480/8206719857_639f4e0f43.jpg,http://c2.staticflickr.com/9/8480/8206719857_639f4e0f43.jpg,orianalk,34501329@N07,lauraoriana
SET 05,8211756977.jpg,skylight - American Wing,bronxbob,NA,"bronxbob: nyc,bronxbob: newyorkcity,bronxbob: manhattan,bronxbob: americanwing,bronxbob: museums,bronxbob: artmuseums,bronxbob: metropolitanmuseumofart,Description,Space,Art2or3,3D,sculpture,Artwork",-,DeptSpaces,8211756977,https://www.flickr.com/photos/bronxbob/8211756977/,http://c2.staticflickr.com/9/8070/8211756977_5b9fddeabd.jpg,http://c2.staticflickr.com/9/8070/8211756977_5b9fddeabd.jpg,bronxbob,12039507@N06,bronxbob
