"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 02","10952606506.jpg","16.30ab","2013-11-11 - European Paintings, 1250-1800 - Raphael - Madonna and Child Enthroned with Saints","zigwaffle","&quot;Raphael painted this altarpiece around 1504/5 for the small Franciscan convent of Sant' Antonio in Perugia. It hung in a part of the church reserved for the nuns, who are thought to have insisted on some of its conservative features, such as the elaborately clothed Christ Child. By contrast, the grave male saints are among the earliest evidence of Raphael's study of the work of Leonardo da Vinci and Fra Bartolomeo in Florence. The Museum also owns a scene from the base (predella).;The Colonna family in Rome acquired the altarpiece in 1678, and it is sometimes referred to by their name. Its purchase by the New York financier J. Pierpont Morgan received world press coverage. The frame is of the period but not original. For a reconstruction of the altarpiece see metmuseum.org/collections.&quot;  addl Madonna and Child Enthroned with Saints Raphael (Raffaello Sanzio or Santi) (Italian, Urbino 1483–1520 Rome) Date: ca. 1504 Medium: Oil and gold on wood Accession Number: 16.30ab On view in Gallery 609","zigwaffle: 2013,zigwaffle: art,zigwaffle: metropolitanmuseumofart,zigwaffle: nyc,zigwaffle: newyork,2D,Art2or3,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","9858457824.jpg","-","X100-09-07-12--12","a.cadore","NA","a.cadore: themetropolitanmuseumofart,a.cadore: metropolitanmuseum,a.cadore: x100,a.cadore: fujifilmx100,2D,Art2or3,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","9373979926.jpg","84.12a, 84.12b, 84.12c","A Bit Of War History, By Thomas Waterman Wood","MJ_100","Metropolitan Museum Of Art  addl A Bit of War History: The Veteran Thomas Waterman Wood (American, Montpelier, Vermont 1823–1903 New York) Date: 1866 Medium: Oil on canvas Accession Number: 84.12c On view in Gallery 762  A Bit of War History: The Contraband Thomas Waterman Wood (American, Montpelier, Vermont 1823–1903 New York) Date: 1865 Medium: Oil on canvas Accession Number: 84.12a On view in Gallery 762    A Bit of War History: The Recruit Thomas Waterman Wood (American, Montpelier, Vermont 1823–1903 New York) Date: 1866 Medium: Oil on canvas Accession Number: 84.12b On view in Gallery 762","MJ_100: nyc,MJ_100: newyork,MJ_100: city,MJ_100: state,MJ_100: us,MJ_100: usa,MJ_100: america,MJ_100: manhattan,MJ_100: mma,MJ_100: met,MJ_100: metropolitanmuseumofart,MJ_100: museum,MJ_100: art,MJ_100: painting,MJ_100: paintings,MJ_100: abitofwarhistory,MJ_100: civilwar,MJ_100: americancivilwar,MJ_100: triptych,MJ_100: wood,MJ_100: thomaswatermanwood,American,Department,2D,Art2or3,Description,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","9374024148.jpg","07.123","The Rocky Mountains, Lander's Peak, By Albert Bierstadt","MJ_100","Metropolitan Museum Of Art  addl The Rocky Mountains, Lander's Peak Albert Bierstadt (American, Solingen 1830–1902 New York) Date: 1863 Medium: Oil on canvas Accession Number: 07.123 On view in Gallery 760","MJ_100: nyc,MJ_100: newyork,MJ_100: city,MJ_100: state,MJ_100: us,MJ_100: usa,MJ_100: america,MJ_100: manhattan,MJ_100: mma,MJ_100: met,MJ_100: metropolitanmuseumofart,MJ_100: museum,MJ_100: art,MJ_100: painting,MJ_100: paintings,MJ_100: bierstadt,MJ_100: albertbierstadt,MJ_100: rockymountains,MJ_100: mountains,MJ_100: peak,MJ_100: landers,MJ_100: landerspeak,American,Department,2D,Art2or3,Description,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","9373973298.jpg","39.47.1","The 9:45 Accommodation, By Edward Lamson Henry","MJ_100","Metropolitan Museum Of Art  addl  The 9:45 Accommodation Edward Lamson Henry (1841–1919) Date: 1867 Medium: Oil on canvas Accession Number: 39.47.1 On view in Gallery 774","MJ_100: nyc,MJ_100: newyork,MJ_100: city,MJ_100: state,MJ_100: us,MJ_100: usa,MJ_100: america,MJ_100: manhattan,MJ_100: mma,MJ_100: met,MJ_100: metropolitanmuseumofart,MJ_100: museum,MJ_100: art,MJ_100: painting,MJ_100: paintings,MJ_100: train,MJ_100: locomotive,MJ_100: railway,MJ_100: railroad,MJ_100: station,MJ_100: the945accommodation,MJ_100: henry,MJ_100: edwardlamsonhenry,American,Department,2D,Art2or3,Description,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","9371189365.jpg","09.214.1","Merced River, Yosemite Valley, By Albert Bierstadt","MJ_100","Metropolitan Museum Of Art  addl Merced River, Yosemite Valley Albert Bierstadt (American, Solingen 1830–1902 New York) Date: 1866 Medium: Oil on canvas Accession Number: 09.214.1 On view in Gallery 765","MJ_100: nyc,MJ_100: newyork,MJ_100: city,MJ_100: state,MJ_100: us,MJ_100: usa,MJ_100: america,MJ_100: manhattan,MJ_100: mma,MJ_100: met,MJ_100: metropolitanmuseumofart,MJ_100: museum,MJ_100: art,MJ_100: painting,MJ_100: paintings,MJ_100: bierstadt,MJ_100: albertbierstadt,MJ_100: yosemite,MJ_100: merced,MJ_100: river,MJ_100: valley,American,Department,2D,Art2or3,Description,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","9371256147.jpg","97.34","Washington Crossing The Delaware, By Emanuel Leutze","MJ_100","Metropolitan Museum Of Art  addl Washington Crossing the Delaware Emanuel Leutze (American, Schwäbisch Gmünd 1816–1868 Washington, D.C.) Date: 1851 Medium: Oil on canvas Accession Number: 97.34 On view in Gallery 760","MJ_100: nyc,MJ_100: newyork,MJ_100: city,MJ_100: state,MJ_100: us,MJ_100: usa,MJ_100: america,MJ_100: manhattan,MJ_100: mma,MJ_100: met,MJ_100: metropolitanmuseumofart,MJ_100: museum,MJ_100: art,MJ_100: painting,MJ_100: paintings,MJ_100: georgewashington,MJ_100: washington,MJ_100: president,MJ_100: delaware,MJ_100: river,MJ_100: boat,MJ_100: warofindependence,MJ_100: americanwarofindependence,MJ_100: americanrevolution,MJ_100: leutze,MJ_100: emanuelleutze,American,Department,2D,Art2or3,Description,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","11533933264.jpg","-","3456-MET-607-European Paintings","fbflickr","NA","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: european,fbflickr: paintings,European,Department,2D,Art2or3,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","11534026766.jpg","-","3456a-MET-607-European Paintings","fbflickr","NA","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: european,fbflickr: paintings,European,Department,2D,Art2or3,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13318323534.jpg","29.100.125","Painters Painting Paintings TheMET(55)","rverc",";Auguste Renoir French, 1841-1919;;<b><i>By the Seashore</i></b>;Oil on canvas 1883;Signed and dated (lower left): Renoir. 83;;Like other artists who painted in an Impressionistic style in the 1870s, Renoir eventually began to explore a different manner of painting. A trip to Italy in 1881-82 brought prolonged exposure to Renaissance art and led him to emphasize contours and modeling in his painting. He also began to abandon the notion that scenes should be painted outdoors to capture nuances of light and atmosphere. By the Seashore is thought to have been painted in the artists studio, where Renoirs model, Aline Charigot whom he married in 1890 posed in a wicker chair. Although Renoir visited Guernsey the year this painting was made, the beach depicted here is probably not in the Channel Islands but near Dieppe, on the Normandy coast.;;H.O, Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929;29.100.125;;From the placard: Metropolitan Museum of Art.;  addl By the Seashore Auguste Renoir (French, Limoges 1841–1919 Cagnes-sur-Mer) Date: 1883 Medium: Oil on canvas Accession Number: 29.100.125 On view in Gallery 824","NA,2D,Art2or3,Description,AccessionInDesc,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13305948263.jpg","29.100.52","Painters Painting Paintings TheMET(75)","rverc","Edouard Manet French Paris 1832-1883 Paris;;<b><i> A Matador </i></b> 1866-67;Oil on canvas;;After painting pictures inspired by the Spanish masters of the seventeenth century for six years, Manet finally took a trip to Spain in September 1865. He attended a bullfight on Sunday, September 3, 1865; one of the toreros was the illustrious Cayetano Sanz y Pozas (18211890). Only recently has Sanz been recognized in this, the first of the full-length figure paintings Manet completed after he studied the works of Velazquez in the Museo del Prado in Madrid. He painted the picture in Paris. Unlike all of Manet's previous depictions of matadors, this bullfighter carries a red cape.;;Manet exhibited this painting, along with some twenty others on Spanish themes, at the solo exhibition he organized in a private pavilion adjacent to the 1867 Exposition Universelle in Paris. Theodore Duret, the writer who accompanied Manet to the Prado and probably also to the bullfight, bought this painting from the artist in 1870.;;H.O. Havemeyer Collection Bequest of Mrs. H.O. Havemeyer, 1929;29.100.52;;;From the placard: Metropolitan Museum of Art;;  addl A Matador Édouard Manet (French, Paris 1832–1883 Paris) Date: 1866–67 Medium: Oil on canvas Accession Number: 29.100.52 On view in Gallery 810","NA,2D,Art2or3,Description,AccessionInDesc,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13296786415.jpg","91.26.5","Painters Painting Paintings TheMET(41)","rverc","<b><i>Girl with Cherries </i></b> Attributed to Giovanni Ambrogio de Predis Italian, Milanese, active by 1472, died after 1508;Oil on Wood;Trained in Milan, Ambrogio de Predis was associated after 1483 with Leonardo da Vinci, with whom he collaborated. The present painting has a close parallel in Prediss portrait of Francesco Archinto of 1494 in the National Gallery, London.;;Margquand Collection, Gift of Henry G. Marquand, 1890 91.26.5;;From the placard, Metropolitan Museum of Art.;;  addl Girl with Cherries Attributed to Giovanni Ambrogio de Predis (Italian, Milanese, active by 1472–died after 1508) Date: ca. 1491–95 Medium: Oil on wood Accession Number: 91.26.5 On view in Gallery 611","NA,2D,Art2or3,Description,AccessionInDesc,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13276030245.jpg","67.187.99","Painters Painting Paintings TheMET(31)","rverc","Peter Paul Rubens Flemish, Siegen 1577-1640 Antwerp;;<b><i> Study of Two Heads </i></b> ca. 1609;;;Rubens painted studies of heads after live models and artistic sources, creating a cast of characters that served in turn as models for figures in religious and mythological works. The main figure here became a saint in a great altarpiece of 1609, a high priest in 1612, and a river god, then Plato (in an engraving after Rubens) in about 1615. The other head, derived from one by Mantegna, had a similar but shorter family tree. Rubenss disciples Jacob Jordaens and especially Van Dyck followed the same practice (as seen in Gallery 630).;;Bequest of Miss Adelaide Milton de Groot ( 1876-1967) 1967;67.187.99;;  addl Study of Two Heads Peter Paul Rubens (Flemish, Siegen 1577–1640 Antwerp) Date: ca. 1609 Medium: Oil on wood Accession Number: 67.187.99 On view in Gallery 628","NA,2D,Art2or3,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13254356814.jpg","1971.86","Painters Painting Paintings TheMET(27)","rverc","Diego Rodriguez de Silva y Velaquez Spainish, 1599-1660;;<b><i> Juan de Pareja ( born about 1610, died 1670) </i></b>;Oil on canvas;;;This extraordinary portrait depicts Velazquezs slave of Moorish descent, who served as an assistant in his workshop. Painted in Rome, it was displayed publicly beneath the portico of the Pantheon in March 1650. Velazquez clearly intended to impress his Italian colleagues with his unique artistry. Indeed we are told that the picture &quot;gained such universal applause that in the opinion of all the painters of the different nations everything else seemed like painting but this alone like truth&quot;. Juan de Pareja became a painter in his own right and was freed by Velazquez in 1654.;;Purchase Fletcher and Rogers Funds and Bequest of Miss Adelaide Milton de Groot ( 1876-1967), by exchange, supplemented by gifts from friends of the Museum 1971;1971.86;;;From the placard: Metropolitan Museum of Art;;  addl Juan de Pareja (born about 1610, died 1670) Velázquez (Diego Rodríguez de Silva y Velázquez) (Spanish, Seville 1599–1660 Madrid) Date: 1650 Medium: Oil on canvas Accession Number: 1971.86 On view in Gallery 610","NA,2D,Art2or3,Description,AccessionInDesc,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13230745984.jpg","23.102","Painters Painting Paintings TheMET(5)","rverc","[This painting was identify the painter (214)];.;George P. A. Healy American 1813-1894;;<b><i>Euphemia White Van Rensselaer</i></b>, 1842;Oil on canvas;Healy, born in Boston, specialized in painting portraits of prominent Americans during their travels in Europe. Euphemia Van Rensselaer, a daughter of the wealthy New York landowner and politician Stephen Van Rensselaer, sat for Healy in Paris, one year before her marriage to the prominent lawyer John Cruger; the couple settled on Cruger Island in the Hudson River, near Tivoli, New York. In this vivacious portrait, Healy blended close attention to detail and texture in the costume with sensitive characterization of his subject, who is set against a backdrop that is suggestive of the Roman Campagna, from which she had just returned.;From the placard: Metropolitan Museum of Art;  addl Euphemia White Van Rensselaer George P. A. Healy (1813–1894) Date: 1842 Medium: Oil on canvas Accession Number: 23.102 On view in Gallery 756","NA,American,Department,Roman,2D,Art2or3,Description,Inhabited,single,Artwork_number,full,Framing,painting,Artwork","Painting"
"SET 02","13231448974.jpg","43.13","Painters Painting Paintings TheMET(21)","rverc","Bartolome Estaban Murillo Spainish, 1617-1682;;<b><i> Virgin and Child </i></b>;Oil on canvas;;Often called the <i> Santiago Madonna </i> after the family which owned it until 1808, the picture was already well known in 1715, when it is mentioned by Palomino, in El museo pictorico, as enchanting for its sweetness and beauty. It was painted about 1670-72.;;Rogers Fund, 1943;43.13;;From the placard: Metropolitan Museum of Art;  addl  Virgin and Child Bartolomé Estebán Murillo (Spanish, Seville 1617–1682 Seville) Date: ca. 1670–72 Medium: Oil on canvas Accession Number: 43.13 On view in Gallery 610","NA,2D,Art2or3,Description,AccessionInDesc,Inhabited,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","13202204063.jpg","-","Empty Benches TheMET(572)","rverc","Identify the Artist IV will commence on Sunday, April 6th, 2014. Stay tuned to this photostream for more details... (in the meanwhile... some catching up to do on other projects )","rverc: met,rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: goya,2D,Art2or3,multiple,Artwork_number,painting,Artwork","Painting"
"SET 02","11549739643.jpg","35.121","The Birth of the Virgin - Fra Carnevale (Bartolomeo di Giovanni Corradini) (Italian, born by 1416died 1484 Urbino)","UGArdener","n the Metropolitan Museum of Art, New York - from the gallery label:;;&quot;Breaking with convention, the artist shows the Madonnas birth in contemporary terms. In the background the newborn baby is bathed by midwives, while in the foreground women greet each other. The imposing palace, patterned on the ducal palace of Urbino, is decorated with reliefs derived from Roman sculpture. The picture is from an altarpiece commissioned in 1467 for the church of Santa Maria della Bella in Urbino. A companion panel is in the Museum of Fine Arts, Boston.;;Fra Carnevale worked in Florence with Filippo Lippi. In Urbino he saw paintings by Piero della Francesca and probably met the great architect-theorist Leon Battista Alberti.;;For a detailed discussion of this fascinating work, see metmuseum.org/collections.&quot;   addl The Birth of the Virgin Fra Carnevale (Bartolomeo di Giovanni Corradini) (Italian, born by 1416–died 1484 Urbino) Date: 1467 Medium: Tempera and oil on wood Accession Number: 35.121 On view in Gallery 603","NA,Roman,Department,2D,Art2or3,Description,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11655618734.jpg","2003.20.10","USA-NYC-MET-Auguste Renoir5","fbflickr","NA  addl Bouquet of Chrysanthemums Auguste Renoir (French, Limoges 1841–1919 Cagnes-sur-Mer) Date: 1881 Medium: Oil on canvas Accession Number: 2003.20.10 On view in Gallery 821","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: renoir,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11656098076.jpg","1998.325.3","USA-NYC-MET-Auguste Renoir4","fbflickr","NA  addl The Daughters of Catulle Mendès, Huguette (1871–1964), Claudine (1876–1937), and Helyonne (1879–1955) Auguste Renoir (French, Limoges 1841–1919 Cagnes-sur-Mer) Date: 1888 Medium: Oil on canvas Accession Number: 1998.325.3 On view in Gallery 821","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: renoir,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11655417865.jpg","-","USA-NYC-MET-Auguste Renoir3","fbflickr","NA  addl Renoir","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: renoir,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11671428553.jpg","50.229.1","USA-NYC-MET-Bartolomeo Vivarini1","fbflickr","NA  addl The Death of the Virgin Bartolomeo Vivarini (Italian, active Venice 1450–91) Date: 1485 Medium: Tempera on wood Accession Number: 50.229.1 On view in Gallery 606","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: bartolomeo,fbflickr: vivarini,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11671502283.jpg","50.229.1","USA-NYC-MET-Bartolomeo Vivarini0","fbflickr","NA  addl The Death of the Virgin Bartolomeo Vivarini (Italian, active Venice 1450–91) Date: 1485 Medium: Tempera on wood Accession Number: 50.229.1 On view in Gallery 606","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: bartolomeo,fbflickr: vivarini,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11672084273.jpg","11.98","USA-NYC-MET-Botticelli1","fbflickr","NA  addl Three Miracles of Saint Zenobius Botticelli (Alessandro di Mariano Filipepi) (Italian, Florence 1444/45–1510 Florence) Date: 1500–1510 Medium: Tempera on wood Accession Number: 11.98 On view in Gallery 603","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: botticelli,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11672560926.jpg","-","USA-NYC-MET-Botticelli2","fbflickr","NA  addl Botticelli ","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: botticelli,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11685719985.jpg","2004.359","USA-NYC-MET-Camille Pissarro2","fbflickr","NA  addl Haystacks, Morning, Éragny Camille Pissarro (French, Charlotte Amalie, Saint Thomas 1830–1903 Paris) Date: 1899 Medium: Oil on canvas Accession Number: 2004.359 On view in Gallery 820","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: pissarro,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11685638615.jpg","66.36","USA-NYC-MET-Camille Pissarro3","fbflickr","NA  addl The Garden of the Tuileries on a Winter Afternoon Camille Pissarro (French, Charlotte Amalie, Saint Thomas 1830–1903 Paris) Date: 1899 Medium: Oil on canvas Accession Number: 66.36 On view in Gallery 820","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: pissarro,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11686050623.jpg","2004.359","USA-NYC-MET-Camille Pissarro1","fbflickr","NA  addl Haystacks, Morning, Éragny Camille Pissarro (French, Charlotte Amalie, Saint Thomas 1830–1903 Paris) Date: 1899 Medium: Oil on canvas Accession Number: 2004.359 On view in Gallery 820","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: pissarro,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11686078905.jpg","29.100.107","USA-NYC-MET-Claude Monet4","fbflickr","NA  addl Bouquet of Sunflowers Claude Monet (French, Paris 1840–1926 Giverny) Date: 1881 Medium: Oil on canvas Accession Number: 29.100.107 On view in Gallery 819","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: monet,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11686164593.jpg","-","USA-NYC-MET-Claude Monet6","fbflickr","NA  addl guess Monet Gallery 818","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: monet,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11720293055.jpg","1987.47.1","USA-NYC-MET-Edgar Degas3","fbflickr","NA  addl The Dance Class Edgar Degas (French, Paris 1834–1917 Paris) Date: 1874 Medium: Oil on canvas Accession Number: 1987.47.1 On view in Gallery 815","fbflickr: usa,fbflickr: new,fbflickr: york,fbflickr: nyc,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
"SET 02","11686503753.jpg","-","USA-NYC-MET-Claude Monet3","fbflickr","NA","fbflickr: usa,fbflickr: nyc,fbflickr: new,fbflickr: york,fbflickr: manhattan,fbflickr: metropolitan,fbflickr: museum,fbflickr: art,fbflickr: monet,2D,Art2or3,single,Artwork_number,painting,Artwork","Painting"
